,base,clouds.all,cod,coord.lat,coord.lon,dt,id,main.grnd_level,main.humidity,main.pressure,main.sea_level,main.temp,main.temp_max,main.temp_min,name,rain.1h,rain.3h,snow.1h,sys.country,sys.id,sys.message,sys.sunrise,sys.sunset,sys.type,visibility,weather,wind.deg,wind.gust,wind.speed
270,stations,44,200,6.6,-0.73,1544595286,2297834,996.46,99,996.46,1026.39,21.63,21.63,21.63,Mpraeso,,,,GH,,0.0037,1544594657,1544636950,,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",208.0,,1.21
271,stations,12,200,-36.31,145.05,1544595287,2160910,1003.11,78,1003.11,1019.79,24.8,24.8,24.8,Kyabram,,,,AU,,0.0034,1544554538,1544607083,,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",64.5002,,4.81
272,stations,0,200,13.47,22.2,1544595287,245669,937.69,30,937.69,1032.27,15.03,15.03,15.03,Adre,,,,TD,,0.0032,1544589874,1544630722,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",46.0002,,5.66
273,stations,0,200,-42.48,-73.76,1544594400,3896218,,100,1021.0,,5.0,5.0,5.0,Castro,,,,CL,8512.0,0.0028,1544605889,1544660798,1.0,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,1.0
274,stations,75,200,35.74,139.53,1544594400,1850144,,76,1009.0,,9.94,10.0,9.7,Nishihara,,,,JP,8063.0,0.0042,1544564527,1544599728,1.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,0.5
275,stations,75,200,47.69,6.5,1544592600,2997076,,92,1022.0,,-4.0,-4.0,-4.0,Lure,,,,FR,6596.0,0.0035,1544598804,1544629324,1.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",86.5002,,2.66
276,stations,44,200,47.55,-2.56,1544592600,3037899,,100,1018.0,,4.69,5.0,4.0,Ambon,,,,FR,6576.0,0.0143,1544600946,1544631533,1.0,5000.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}, {'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",120.0,,1.5
277,stations,0,200,31.21,16.59,1544595288,2210554,1032.05,100,1032.05,1036.48,12.78,12.78,12.78,Surt,,,,LY,,0.004,1544593370,1544629917,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",254.5,,4.31
278,stations,90,200,41.38,-71.64,1544594160,5221384,,63,1012.0,,0.2,3.3,-1.7,Charlestown,,,,US,5441.0,0.0035,1544616211,1544649438,1.0,16093.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",350.0,,3.6
279,stations,90,200,55.74,-97.86,1544590800,6165406,,92,1000.0,,-9.0,-9.0,-9.0,Thompson,,,,CA,935.0,0.0041,1544626344,1544651892,1.0,9656.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",190.0,,1.5
280,stations,40,200,28.58,77.04,1544594400,1273294,,63,1018.0,,19.51,20.0,19.0,Dwarka,,,,IN,9165.0,0.0034,1544578494,1544615768,1.0,1500.0,"[{'id': 711, 'main': 'Smoke', 'description': 'smoke', 'icon': '50d'}]",120.0,,3.1
281,stations,20,200,40.97,-117.74,1544590560,5710360,,92,1020.0,,-3.9,-3.9,-3.9,Winnemucca,,,,US,6249.0,0.0034,1544627204,1544660581,1.0,9656.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",220.0,,2.1
282,stations,88,200,65.58,-170.99,1544595290,4031637,995.57,100,995.57,999.76,-9.8,-9.8,-9.8,Lavrentiya,,,,RU,,0.009,1544650564,1544662782,,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",11.5002,,14.66
283,stations,90,200,19.61,110.49,1544590800,1894019,,88,1023.0,,17.0,17.0,17.0,Jiazi,,,,CN,9635.0,0.0033,1544569358,1544608844,1.0,10000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",50.0,,5.0
284,stations,0,200,17.01,54.1,1544593800,286621,,33,1019.0,,30.0,30.0,30.0,Salalah,,,,OM,7562.0,0.0044,1544582603,1544622676,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",60.0,,4.1
285,stations,40,200,63.84,-22.43,1544594400,3416888,,86,991.0,,5.52,6.0,5.0,Grindavik,,,,IS,90.0,0.004,1544612942,1544629072,1.0,10000.0,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09n'}]",170.0,,9.3
286,stations,0,200,-33.01,-68.8,1544595291,3844421,864.74,47,864.74,1026.88,10.15,10.15,10.15,Russell,,,,AR,,0.0032,1544606407,1544657894,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",230.5,,0.21
287,stations,68,200,-5.09,-81.11,1544595291,3694112,1011.7,84,1011.7,1026.8,20.3,20.3,20.3,Paita,,,,PE,,0.0036,1544612753,1544657451,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",193.5,,1.86
288,stations,68,200,-45.41,167.72,1544595291,2181625,962.17,67,962.17,1025.78,16.78,16.78,16.78,Te Anau,,,,NZ,,0.0045,1544547272,1544603470,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",149.5,,2.21
289,stations,12,200,29.09,119.57,1544595292,1805528,994.43,61,994.43,1045.36,6.35,6.35,6.35,Wucheng,,,,CN,,0.0028,1544568351,1544605490,,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",29.5002,,1.51
290,stations,20,200,9.67,122.43,1544595292,1717550,1013.97,92,1013.97,1022.66,29.18,29.18,29.18,Cayhagan,,,,PH,,0.003,1544565407,1544607064,,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",13.0002,,3.81
291,stations,0,200,-15.19,12.15,1544595292,3347019,1023.37,100,1023.37,1027.16,20.53,20.53,20.53,Namibe,,,,AO,,0.0039,1544589283,1544636144,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",149.5,,1.76
292,stations,80,200,52.8,28.0,1544595293,625721,1013.24,92,1013.24,1029.39,-1.1,-1.1,-1.1,Lyuban,,,,BY,,0.0032,1544595073,1544622730,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",27.5002,,3.46
293,stations,75,200,55.84,12.54,1544593800,2611189,,86,1027.0,,1.19,3.0,-1.0,Trorod,,,,DK,1575.0,0.0031,1544599867,1544625359,1.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",20.0,,5.7
294,stations,0,200,-40.81,-62.99,1544595293,3832899,1021.43,62,1021.43,1025.22,11.85,11.85,11.85,Viedma,,,,AR,,0.0028,1544603647,1544657868,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",279.5,,1.16
295,stations,44,200,-9.11,124.89,1544595293,1651103,997.27,92,997.27,1019.79,29.4,29.4,29.4,Atambua,,,,ID,,0.0025,1544562878,1544608415,,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",285.0,,4.46
296,stations,0,200,25.83,69.38,1544595294,1173889,1030.02,92,1030.02,1033.2,17.1,17.1,17.1,Khipro,,,,PK,,0.0028,1544579976,1544617964,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",46.0002,,2.66
297,stations,75,200,-0.39,-78.55,1544594400,3652462,,100,1028.0,,13.0,13.0,13.0,San Cristobal,,,,EC,8555.0,0.0033,1544612623,1544656352,1.0,6000.0,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",40.0,,1.0
298,stations,0,200,-23.07,-54.19,1544595294,3456368,990.79,76,990.79,1025.54,22.2,22.2,22.2,Navirai,,,,BR,,0.0036,1544604278,1544653004,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",48.5002,,1.66
299,stations,12,200,50.68,156.12,1544595295,2121385,1015.59,100,1015.59,1029.31,-3.1,-3.1,-3.1,Severo-Kurilsk,,,,RU,,0.0051,1544563662,1544592624,,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",281.5,,5.36
300,stations,0,200,14.9,-24.5,1544595295,3374210,1017.54,93,1017.54,1029.27,23.9,23.9,23.9,Sao Filipe,,,,CV,,0.0355,1544601242,1544641778,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",49.5002,,7.71
301,stations,0,200,37.17,-99.65,1544595295,4267710,957.23,68,957.23,1034.54,-5.45,-5.45,-5.45,Sitka,,,,US,,0.0031,1544622191,1544656908,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",342.0,,1.31
302,stations,48,200,-3.66,152.44,1544595295,2090021,1013.56,98,1013.56,1019.46,29.53,29.53,29.53,Namatanai,,0.18,,PG,,0.0028,1544556832,1544601232,,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",350.5,,1.66
303,stations,0,200,9.45,18.94,1544595296,2429344,985.6,44,985.6,1029.07,18.13,18.13,18.13,Kyabe,,,,TD,,0.0033,1544590231,1544631931,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",87.0002,,2.06
304,stations,75,200,45.67,-108.77,1544593980,5661766,,37,1003.0,,4.4,4.4,4.4,Laurel,,,,US,3440.0,0.0034,1544626012,1544657465,1.0,16093.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",240.0,15.9,10.3
305,stations,48,200,65.85,74.49,1544595296,1495626,1019.32,86,1019.32,1026.96,-9.23,-9.23,-9.23,Pangody,,,,RU,,0.0031,1544591934,1544603542,,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",249.5,,2.71
306,stations,1,200,34.5,-93.06,1544590560,4115412,,51,1021.0,,9.02,10.6,7.8,Hot Springs,,,,US,4398.0,0.0036,1544620183,1544655752,1.0,16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",210.0,,3.6
307,stations,0,200,65.73,150.89,1544595297,2119283,1022.8,0,1022.8,1033.32,-38.6,-38.6,-38.6,Zyryanka,,,,RU,,0.0037,1544573399,1544585393,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",149.0,,1.31
308,stations,20,200,23.99,-106.96,1544595298,4002745,1012.59,97,1012.59,1031.5,17.9,17.9,17.9,Pueblo Nuevo,,,,MX,,0.0031,1544622087,1544660524,,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",312.5,,1.31
309,stations,56,200,-34.48,-54.34,1544595298,3440777,1006.02,98,1006.02,1022.78,20.03,20.03,20.03,Rocha,,4.45,,UY,,0.0034,1544602702,1544654656,,,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",251.5,,2.31
310,stations,40,200,31.5,131.29,1544594400,1895695,,47,1018.0,,11.86,15.0,9.0,Kushima,,,,JP,8001.0,0.0035,1544565870,1544602343,1.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",260.0,,6.7
311,stations,0,200,23.25,91.14,1544595299,1185183,1025.48,48,1025.48,1028.05,29.3,29.3,29.3,Laksham,,,,BD,,0.0032,1544574433,1544613060,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",33.0002,,1.86
312,stations,48,200,68.75,161.3,1544595299,2126199,1024.99,32,1024.99,1034.05,-29.9,-29.9,-29.9,Cherskiy,,,,RU,,0.0036,0,0,,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",167.0,,2.11
313,stations,1,200,53.82,-101.24,1544590800,6164499,,92,1000.0,,-9.0,-9.0,-9.0,The Pas,,,,CA,891.0,0.0034,1544626452,1544653407,1.0,14484.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",130.0,,2.6
314,stations,0,200,5.4,125.46,1544595299,1687186,1020.78,93,1020.78,1021.85,29.38,29.38,29.38,Sarangani,,,,PH,,0.0068,1544564237,1544606780,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",74.5002,,5.61
315,stations,92,200,38.26,-5.68,1544595300,2521436,969.55,98,969.55,1036.89,7.25,7.25,7.25,Azuaga,,0.205,,ES,,0.0042,1544599810,1544634168,,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",263.5,,1.76
316,stations,40,200,55.1,-105.3,1544590800,6050066,,92,995.0,,-7.0,-7.0,-7.0,La Ronge,,,,CA,949.0,0.0033,1544627886,1544653922,1.0,24140.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",150.0,,4.1
317,stations,0,200,16.97,7.99,1544590800,2448085,,43,1020.0,,13.0,13.0,13.0,Agadez,,,,NE,1190.0,0.0035,1544593669,1544633749,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",76.5002,,4.76
318,stations,75,200,43.37,-124.22,1544594160,5720495,,76,1022.0,,10.6,10.6,10.6,Coos Bay,,,,US,5239.0,0.1698,1544629229,1544661666,1.0,16093.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",290.0,,7.7
319,stations,40,200,55.34,-131.65,1544593980,5554428,,75,995.0,,5.4,6.1,5.0,Ketchikan,0.25,,,US,7741.0,0.0097,1544634305,1544660155,1.0,16093.0,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",90.0,,2.6
320,stations,8,200,13.06,44.88,1544595301,73560,997.92,69,997.92,1032.39,23.9,23.9,23.9,Lahij,,,,YE,,0.0179,1544584385,1544625321,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]",20.5002,,1.86
321,stations,75,200,55.69,12.57,1544593800,2618425,,86,1027.0,,1.18,3.0,-1.0,Copenhagen,,,,DK,1575.0,0.0097,1544599801,1544625410,1.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",20.0,,5.7
322,stations,56,200,71.64,128.87,1544595302,2015306,1003.59,62,1003.59,1023.27,-25.45,-25.45,-25.45,Tiksi,,,,RU,,0.2302,0,0,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",237.5,,12.11
323,stations,24,200,48.65,-53.11,1544595302,5905393,1028.15,100,1028.15,1030.44,-4.95,-4.95,-4.95,Bonavista,,,,CA,,0.1188,1544613361,1544643389,,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",177.5,,3.46
324,stations,36,200,-2.02,147.27,1544595302,2092164,1017.13,100,1017.13,1019.42,29.2,29.2,29.2,Lorengau,,0.8625,,PG,,0.0662,1544558242,1544602304,,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",292.5,,2.56
325,stations,36,200,-31.97,141.45,1544590800,2173911,,27,1004.0,,32.0,32.0,32.0,Broken Hill,,,,AU,9491.0,0.1647,1544556098,1544607250,1.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",230.0,,11.8
326,stations,92,200,58.89,41.46,1544595303,511866,1013.48,97,1013.48,1032.11,-1.38,-1.38,-1.38,Pechenga,,,,RU,,0.0347,1544594276,1544617062,,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",161.5,,2.31
327,stations,12,200,5.35,48.53,1544595304,57000,1019.81,75,1019.81,1029.23,28.13,28.13,28.13,Hobyo,,,,SO,,0.1422,1544582702,1544625253,,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",50.0002,,7.46
328,stations,20,200,60.91,-46.05,1544595305,3421719,922.13,60,922.13,995.63,-16.33,-16.33,-16.33,Narsaq,,,,GL,,0.1766,1544616423,1544636933,,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",339.5,,1.21
329,stations,0,200,-34.0,24.73,1544595305,986717,1016.48,80,1016.48,1025.91,19.88,19.88,19.88,Kruisfontein,,,,ZA,,0.0031,1544583800,1544635592,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",264.0,,6.71
330,stations,1,200,37.23,-77.4,1544594160,4778626,,65,1019.0,,-1.82,1.0,-5.7,Petersburg,,,,US,5417.0,0.0037,1544616858,1544651557,1.0,16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",250.0,,3.1
331,stations,0,200,-19.46,29.82,1544595385,890422,883.79,85,883.79,1028.99,17.45,17.45,17.45,Gweru,,,,ZW,,0.1638,1544584550,1544632394,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",127.0,,4.61
332,stations,64,200,53.05,60.64,1544595306,1504317,1003.35,79,1003.35,1045.28,-15.48,-15.48,-15.48,Kartaly,,,,RU,,0.0556,1544587315,1544614816,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",154.5,,1.46
333,stations,5,200,18.39,42.45,1544590800,110690,,82,1029.0,,14.52,15.0,14.0,Faya,,,,SA,7396.0,0.0032,1544585555,1544625317,1.0,8000.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",187.5,,1.81
334,stations,40,200,11.92,109.15,1544594400,1586350,,66,1014.0,,31.0,31.0,31.0,Cam Ranh,,,,VN,9304.0,0.0033,1544568833,1544610014,1.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",60.0,,8.7
335,stations,40,200,35.03,136.69,1544594400,1848373,,66,1014.0,,12.4,13.0,12.0,Fukue,,,,JP,8009.0,0.003,1544565098,1544600522,1.0,10000.0,"[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09d'}]",320.0,,14.9
336,stations,0,200,4.95,23.92,1544595308,236524,964.6,75,964.6,1028.74,19.55,19.55,19.55,Rafai,,,,CF,,0.0504,1544588569,1544631203,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",59.5002,,2.76
337,stations,75,200,40.24,33.03,1544593800,748870,,85,1011.0,,0.0,0.0,0.0,Cubuk,,,,TR,6947.0,0.0809,1544590864,1544624527,1.0,8000.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",290.0,,2.1
338,stations,92,200,63.51,53.41,1544595308,472976,1014.86,90,1014.86,1034.46,-5.25,-5.25,-5.25,Vodnyy,,,,RU,,0.0511,1544594424,1544611175,,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",212.5,,0.96
339,stations,0,200,18.97,-91.18,1544595309,3520161,1035.77,100,1035.77,1035.88,23.35,23.35,23.35,Sabancuy,,,,MX,,0.0028,1544617705,1544657330,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",52.5002,,6.26
340,stations,12,200,-10.62,150.67,1544595309,2132606,1015.83,100,1015.83,1019.02,30.43,30.43,30.43,Samarai,,,,PG,,0.0056,1544556528,1544602387,,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",88.5002,,3.51
341,stations,90,200,43.52,-114.32,1544590140,5594956,,85,1018.0,,-4.0,-4.0,-4.0,Hailey,,,,US,5935.0,0.0049,1544626883,1544659259,1.0,16093.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",280.0,,2.6
342,stations,64,200,67.65,134.64,1544595310,2027044,998.0,0,998.0,1035.55,-38.35,-38.35,-38.35,Batagay,,,,RU,,0.0122,1544581900,1544584694,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",165.5,,1.66
343,stations,0,200,54.72,135.31,1544595310,2025256,1021.67,68,1021.67,1037.25,-20.5,-20.5,-20.5,Chumikan,,,,RU,,0.0648,1544569957,1544596320,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",264.5,,6.16
344,stations,40,200,16.99,-99.26,1544593980,3532499,,94,1015.0,,25.0,25.0,25.0,Tecoanapa,,,,MX,7103.0,0.0442,1544619422,1544659494,1.0,11265.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",7.50018,,1.16
345,stations,32,200,-3.38,-68.87,1544595148,3662252,1017.13,96,1017.13,1026.27,22.18,22.18,22.18,Sao Paulo de Olivenca,,,,BR,,0.0033,1544609992,1544654335,,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",277.0,,0.81
346,stations,24,200,-2.95,25.92,1544595311,212902,964.2,95,964.2,1027.73,22.6,22.6,22.6,Kindu,,,,CD,,0.0032,1544587279,1544631534,,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",18.5002,,1.31
347,stations,0,200,51.71,143.23,1544595311,2122783,1033.26,100,1033.26,1035.75,-15.38,-15.38,-15.38,Katangli,,,,RU,,0.0235,1544567059,1544595416,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",280.0,,4.81
348,stations,24,200,45.1,24.1,1544595311,685981,975.87,67,975.87,1030.93,-10.3,-10.3,-10.3,Manta,,,,RO,,0.0083,1544593978,1544625700,,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",12.0002,,1.31
349,stations,40,200,21.39,-157.74,1544594220,5847486,,76,1022.0,,23.64,25.0,21.8,Kailua,,,,US,7877.0,0.0031,1544633967,1544673028,1.0,16093.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",70.0,12.3,8.2
350,stations,0,200,41.42,-6.55,1544595312,2737599,960.39,79,960.39,1036.97,-4.73,-4.73,-4.73,Saldanha,,,,PT,,0.003,1544600588,1544633807,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",245.0,,1.26
351,stations,0,200,28.28,88.52,1544595312,1281256,559.3,44,559.3,1027.61,-8.4,-8.4,-8.4,Gamba,,,,CN,,0.0503,1544575698,1544613052,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",179.5,,1.36
352,stations,20,200,51.95,-7.85,1544592600,2960869,,93,1015.0,,4.0,4.0,4.0,Youghal,,,,IE,1563.0,0.1479,1544603416,1544631601,1.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",350.0,,1.0
353,stations,20,200,-11.0,-66.08,1544595313,3906466,1008.13,89,1008.13,1025.86,24.8,24.8,24.8,Riberalta,,,,BO,,0.0695,1544608522,1544654467,,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",341.5,,1.56
354,stations,75,200,-20.01,148.25,1544590800,2174444,,74,1008.0,,28.0,28.0,28.0,Bowen,,,,AU,9503.0,0.0034,1544556055,1544604024,1.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",100.0,,6.7
355,stations,64,200,0.71,30.06,1544595314,234178,862.39,98,862.39,1029.23,17.28,17.28,17.28,Bundibugyo,,,,UG,,0.0031,1544586660,1544630164,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",148.5,,1.26
356,stations,0,200,43.91,12.91,1544593800,3171173,,79,1019.0,,-0.91,1.0,-2.0,Pesaro,,,,IT,6770.0,0.0035,1544596411,1544628640,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",200.0,,1.0
357,stations,75,200,36.31,139.8,1544594400,1853483,,87,1009.0,,9.0,9.0,9.0,Oyama,,,,JP,7957.0,0.0028,1544564553,1544599572,1.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",350.0,,2.1
358,stations,0,200,16.73,82.22,1544594400,1252795,,58,1014.0,,28.0,28.0,28.0,Yanam,,,,IN,9225.0,0.054,1544575820,1544615956,1.0,4000.0,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50d'}]",70.0,,5.1
359,stations,0,200,53.8,-9.52,1544595315,2960970,1017.62,100,1017.62,1026.76,3.0,3.0,3.0,Westport,,,,IE,,0.097,1544604417,1544631402,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",178.5,,1.76
360,stations,0,200,35.07,116.31,1544595315,1787335,1044.61,44,1044.61,1049.29,3.1,3.1,3.1,Jinxiang,,,,CN,,0.003,1544569998,1544605407,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",223.5,,2.16
361,stations,75,200,1.56,110.34,1544594400,1735634,,70,1009.0,,31.0,31.0,31.0,Kuching,,,,MY,9366.0,0.0034,1544567474,1544610803,1.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",,,1.0
362,stations,75,200,44.92,-92.96,1544594160,5053358,,83,1008.0,,-4.82,-4.0,-5.6,Woodbury,,,,US,5829.0,0.0039,1544622049,1544653836,1.0,8047.0,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",100.0,,2.6
363,stations,0,200,45.27,1.77,1544592600,2971482,,86,1019.0,,-2.0,-2.0,-2.0,Tulle,,,,FR,6503.0,0.0514,1544599378,1544631022,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",,,1.0
364,stations,0,200,-20.22,-70.14,1544594400,3887127,,68,1014.0,,18.0,18.0,18.0,Iquique,,,,CL,8492.0,0.0533,1544608456,1544656484,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",80.0,,1.5
365,stations,0,200,10.62,-8.7,1544595317,2417795,980.81,57,980.81,1026.35,16.0,16.0,16.0,Mandiana,,,,GN,,0.0934,1544596990,1544638444,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",78.5002,,2.11
366,stations,0,200,31.68,38.65,1544590800,101312,,100,1021.0,,4.0,4.0,4.0,Turayf,,,,SA,7432.0,0.0378,1544588140,1544624555,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",174.5,,1.46
367,stations,0,200,20.2,1.01,1544595317,2449893,972.3,76,972.3,1034.58,5.15,5.15,5.15,Tessalit,,,,ML,,0.0033,1544595712,1544635058,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",118.0,,1.31
368,stations,75,200,-16.92,145.77,1544592600,2172797,,74,1006.0,,31.0,31.0,31.0,Cairns,,,,AU,9490.0,0.007,1544557010,1544604259,1.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",10.0,,4.6
