,base,clouds.all,cod,coord.lat,coord.lon,dt,id,main.grnd_level,main.humidity,main.pressure,main.sea_level,main.temp,main.temp_max,main.temp_min,name,rain.1h,rain.3h,snow.1h,sys.country,sys.id,sys.message,sys.sunrise,sys.sunset,sys.type,visibility,weather,wind.deg,wind.gust,wind.speed
369,stations,1,200,26.19,-97.7,1544594100,4696233,,77,1021.0,,14.8,17.2,12.2,Harlingen,,,,US,5357.0,0.0444,1544620139,1544658026,1.0,16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",150.0,,4.6
370,stations,90,200,37.46,-122.43,1544594400,5354943,,93,1023.0,,9.67,13.3,6.7,Half Moon Bay,,,,US,4322.0,0.0037,1544627709,1544662328,1.0,11265.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",340.0,,5.1
371,stations,0,200,45.53,12.3,1544593800,3173529,,68,1019.0,,-0.61,0.0,-1.0,Dese,,,,IT,6779.0,0.003,1544596907,1544628437,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",360.0,,3.1
372,stations,80,200,-46.13,167.69,1544595319,2180815,1002.46,86,1002.46,1027.28,15.28,15.28,15.28,Tuatapere,,,,NZ,,0.0036,1544547105,1544603652,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",128.5,,4.26
373,stations,75,200,38.09,27.73,1544593800,299137,,93,1015.0,,3.89,7.0,-1.0,Tire,,,,TR,6973.0,0.0042,1544591759,1544626178,1.0,7000.0,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}, {'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",230.0,,3.1
374,stations,88,200,67.47,78.7,1544595319,1489853,1021.59,87,1021.59,1025.3,-8.6,-8.6,-8.6,Tazovskiy,,,,RU,,0.0031,1544594467,1544598986,,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",239.0,,4.76
375,stations,1,200,33.19,-82.53,1544594100,4231997,,54,1023.0,,1.52,5.0,-0.1,Avera,,,,US,3848.0,0.0038,1544617457,1544653423,1.0,16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",280.0,,2.1
376,stations,36,200,-10.07,-78.15,1544595320,3939168,955.36,84,955.36,1026.11,13.25,13.25,13.25,Huarmey,,,,PE,,0.0026,1544611519,1544657265,,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",156.5,,1.36
377,stations,56,200,69.38,178.42,1544595320,2123814,1019.64,98,1019.64,1022.54,-16.65,-16.65,-16.65,Leningradskiy,,,,RU,,0.0027,0,0,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",304.5,,10.36
378,stations,1,200,32.58,-88.19,1544594100,4073383,,100,1026.0,,-0.38,0.0,-1.5,Livingston,,,,US,3893.0,0.0039,1544618726,1544654871,1.0,8047.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",194.0,,2.31
379,stations,1,200,35.53,-108.74,1544593980,5468773,,88,1022.0,,-3.1,-2.8,-3.3,Gallup,,,,US,5707.0,0.004,1544624109,1544659356,1.0,16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",185.0,,1.26
380,stations,56,200,30.7,117.56,1544595321,1814934,1032.37,92,1032.37,1048.4,2.93,2.93,2.93,Jiangkou,,,,CN,,0.0032,1544569054,1544605751,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",28.5002,,2.76
381,stations,75,200,-33.85,151.22,1544592600,2147714,,73,1011.0,,22.0,22.0,22.0,Sydney,,,,AU,9600.0,0.0035,1544553462,1544605195,1.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",50.0,,7.7
382,stations,8,200,59.7,150.17,1544595322,2127060,978.38,63,978.38,1028.78,-25.9,-25.9,-25.9,Arman,,,,RU,,0.0039,1544568586,1544590554,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]",16.0002,,1.61
383,stations,92,200,-33.25,-58.03,1544595322,3441684,1021.43,99,1021.43,1024.2,21.1,21.1,21.1,Mercedes,,0.655,,UY,,0.0304,1544603784,1544655346,,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",233.5,,1.76
384,stations,44,200,60.14,-45.24,1544595322,3421765,984.46,89,984.46,996.36,-0.58,-0.58,-0.58,Nanortalik,,,,GL,,0.0031,1544615772,1544637196,,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",293.5,,14.36
385,stations,8,200,59.36,143.24,1544595323,2122605,1022.72,100,1022.72,1029.96,-23.75,-23.75,-23.75,Okhotsk,,,,RU,,0.0033,1544570069,1544592398,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]",326.0,,3.01
386,stations,90,200,41.28,-70.1,1544594100,4944903,,92,1011.0,,-0.66,0.0,-1.1,Nantucket,,,,US,5009.0,0.0102,1544615822,1544649088,1.0,4828.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",350.0,,3.1
387,stations,75,200,71.03,27.85,1544593800,778707,,74,1019.0,,2.66,3.0,2.0,Mehamn,,,,NO,1633.0,0.0036,0,0,1.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",290.0,15.4,9.3
388,stations,32,200,-8.49,140.4,1544595323,2082539,1017.13,76,1017.13,1017.6,32.35,32.35,32.35,Merauke,,0.86,,ID,,0.0033,1544559220,1544604626,,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",273.0,,4.11
389,stations,12,200,69.3,139.9,1544595323,2028164,956.82,0,956.82,1031.74,-38.4,-38.4,-38.4,Deputatskiy,,,,RU,,0.0376,0,0,,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",211.0,,1.21
390,stations,90,200,53.12,35.0,1544594400,552920,,94,1014.0,,0.0,0.0,0.0,Karachev,,,,RU,9019.0,0.0038,1544593496,1544620946,1.0,9000.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",40.0,,5.0
391,stations,0,200,-13.19,49.05,1544595324,1082243,1004.57,100,1004.57,1028.34,26.8,26.8,26.8,Ambilobe,,,,MG,,0.003,1544580646,1544627063,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",80.0002,,1.96
392,stations,92,200,-33.69,-53.46,1544595324,3443061,1020.7,99,1020.7,1022.38,20.4,20.4,20.4,Chuy,,44.395,,UY,,0.0032,1544602618,1544654318,,,"[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10n'}]",335.0,,4.46
393,stations,0,200,63.83,10.7,1544593800,7626384,,92,1030.0,,-2.9,0.0,-6.0,Hovd,,,,NO,1676.0,0.0032,1544604972,1544621134,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",110.0,,3.1
394,stations,0,200,16.77,-3.01,1544595325,2449067,1000.03,63,1000.03,1031.5,9.63,9.63,9.63,Timbuktu,,,,ML,,0.0027,1544596288,1544636412,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",67.5002,,1.31
395,stations,0,200,18.08,-15.98,1544592600,2377450,,30,1014.0,,12.0,12.0,12.0,Nouakchott,,,,MR,2482.0,0.003,1544599549,1544639379,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",50.0,,3.1
396,stations,64,200,-39.94,176.59,1544595325,2185329,994.35,89,994.35,1025.42,16.85,16.85,16.85,Waipawa,,,,NZ,,0.0031,1544546312,1544600168,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",141.0,,0.96
397,stations,0,200,37.64,120.47,1544595326,1802550,1041.29,100,1041.29,1045.81,2.18,2.18,2.18,Longkou,,,,CN,,0.0029,1544569413,1544603993,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",290.0,,6.91
398,stations,0,200,62.58,6.12,1544593800,3141667,,69,1028.0,,-2.82,1.0,-5.0,Roald,,,,NO,1602.0,0.0036,1544605031,1544623275,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",140.0,,6.2
399,stations,20,200,-43.03,147.26,1544592600,2158744,,44,1007.0,,25.0,25.0,25.0,Margate,,,,AU,9545.0,0.0038,1544552723,1544607841,1.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",50.0,,8.7
400,stations,90,200,46.42,3.91,1544592600,2980080,,100,1021.0,,-5.0,-5.0,-5.0,Saint-Francois,,,,FR,6499.0,0.004,1544599124,1544630249,1.0,400.0,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",34.5002,,1.16
401,stations,0,200,36.69,52.52,1544594400,134602,,62,1015.0,,12.43,13.0,12.0,Fereydun Kenar,,,,IR,7498.0,0.2837,1544585573,1544620461,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",250.0,,2.1
402,stations,0,200,-20.31,118.58,1544592600,2063042,,37,1003.0,,38.0,38.0,38.0,Port Hedland,,,,AU,9585.0,0.0033,1544563142,1544611184,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",350.0,,7.7
403,stations,75,200,52.54,17.6,1544594400,3099112,,99,1020.0,,1.0,1.0,1.0,Gniezno,,,,PL,1710.0,0.1862,1544597488,1544625309,1.0,7000.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",40.0,,2.1
404,stations,32,200,-25.24,130.99,1544594400,6355222,,16,1005.0,,39.0,39.0,39.0,Yulara,,,,AU,9487.0,0.0041,1544559549,1544608819,1.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",190.0,,2.6
405,stations,68,200,66.83,70.83,1544595408,1486321,1026.86,93,1026.86,1028.05,-7.3,-7.3,-7.3,Yar-Sale,,,,RU,,0.1619,1544594526,1544602707,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",338.0,,5.31
406,stations,92,200,-8.15,159.59,1544595329,2109528,1009.75,79,1009.75,1018.93,30.55,30.55,30.55,Buala,,,,SB,,0.0724,1544554649,1544599983,,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",232.5,,2.86
407,stations,0,200,18.12,82.08,1544595329,1274055,949.61,58,949.61,1027.57,26.85,26.85,26.85,Chitrakonda,,,,IN,,0.0081,1544576009,1544615834,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",279.5,,1.01
408,stations,0,200,17.41,121.44,1544595330,1684803,935.99,59,935.99,1027.65,25.5,25.5,25.5,Tabuk,,,,PH,,0.0045,1544566479,1544606465,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",43.5002,,1.81
409,stations,20,200,55.17,-118.79,1544590800,5964347,,69,988.0,,1.0,1.0,1.0,Grande Prairie,,,,CA,900.0,0.0033,1544631152,1544657133,1.0,40233.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",230.0,,10.3
410,stations,40,200,-17.66,-62.72,1544594400,3909010,,94,1011.0,,25.0,25.0,25.0,Pailon,,,,BO,8661.0,0.0041,1544606975,1544654402,1.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",360.0,,3.6
411,stations,88,200,69.49,88.39,1544595331,1490256,1002.3,86,1002.3,1024.45,-11.2,-11.2,-11.2,Talnakh,,,,RU,,0.0163,0,0,,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",154.5,,3.96
412,stations,92,200,-12.93,34.3,1544595331,924705,950.42,100,950.42,1027.97,20.25,20.25,20.25,Nkhotakota,,10.4,,MW,,0.0229,1544584215,1544630576,,,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",245.0,,2.01
413,stations,20,200,10.24,-61.45,1544594400,3573739,,100,1015.0,,24.0,24.0,24.0,Esperance,,,,TT,8810.0,0.0029,1544609614,1544651148,1.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",100.0,,2.6
414,stations,80,200,-0.19,-74.78,1544595239,3671437,1006.27,96,1006.27,1027.12,23.05,23.05,23.05,Puerto Leguizamo,,,,CO,,0.1621,1544611738,1544655426,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",161.0,,1.01
415,stations,20,200,52.47,1.45,1544594160,2656067,,90,1024.0,,3.58,5.0,0.0,Broome,,,,GB,1467.0,0.0042,1544601345,1544629207,1.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",90.0,,1.5
416,stations,5,200,20.71,-105.21,1544593440,4004293,,100,1017.0,,22.0,22.0,22.0,Ixtapa,,,,MX,7156.0,0.0039,1544621274,1544660497,1.0,19312.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02n'}]",105.5,,1.26
417,stations,80,200,28.89,105.45,1544595332,1801640,995.49,97,995.49,1044.1,6.88,6.88,6.88,Luzhou,,,,CN,,0.004,1544571714,1544608906,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",223.5,,1.61
418,stations,32,200,42.3,-5.9,1544592600,3119979,,100,1021.0,,-2.0,-2.0,-2.0,La Baneza,,,,ES,6415.0,0.0075,1544600602,1544633481,1.0,9000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",350.0,,2.1
419,stations,0,200,40.13,116.65,1544592600,2034754,,12,1030.0,,3.0,3.0,3.0,Shunyi,,,,CN,9609.0,0.0036,1544570765,1544604476,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",200.0,,3.0
420,stations,40,200,-9.47,147.16,1544590800,2088122,,56,1005.0,,34.0,34.0,34.0,Port Moresby,,,,PG,42.0,0.027,1544557494,1544603107,1.0,10000.0,"[{'id': 721, 'main': 'Haze', 'description': 'haze', 'icon': '50d'}]",230.0,,5.1
421,stations,92,200,5.48,-53.21,1544595333,3381428,1021.83,98,1021.83,1026.51,23.43,23.43,23.43,Iracoubo,,3.935,,GF,,0.0354,1544607141,1544649665,,,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",67.0002,,2.46
422,stations,0,200,-17.88,15.07,1544595333,3354178,904.94,29,904.94,1026.88,19.05,19.05,19.05,Ongandjera,,,,NA,,0.0251,1544588276,1544635750,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",191.0,,2.26
423,stations,0,200,34.62,43.68,1544595334,90150,1016.48,68,1016.48,1034.25,12.05,12.05,12.05,Tikrit,,,,IQ,,0.0029,1544587368,1544622911,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",138.5,,4.96
424,stations,0,200,-30.97,22.13,1544595334,1014034,875.19,16,875.19,1025.82,20.05,20.05,20.05,Carnarvon,,,,ZA,,0.003,1544584889,1544635751,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",230.0,,3.01
425,stations,1,200,46.83,-100.89,1544593920,5690366,,91,1008.0,,-5.82,-4.0,-7.8,Mandan,,,,US,3441.0,0.0037,1544624387,1544655306,1.0,16093.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",230.0,,2.76
426,stations,0,200,11.28,-15.83,1544595334,2374583,1025.24,100,1025.24,1025.62,26.13,26.13,26.13,Bubaque,,,,GW,,0.0036,1544598771,1544640086,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",306.0,,6.41
427,stations,0,200,-25.1,30.46,1544595335,981158,872.84,84,872.84,1028.46,17.13,17.13,17.13,Lydenburg,,,,ZA,,0.0033,1544583699,1544632939,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",301.0,,1.16
428,stations,92,200,-5.61,-78.44,1544595335,3695675,902.11,100,902.11,1028.58,17.15,17.15,17.15,La Peca,,2.055,,PE,,0.004,1544612058,1544656864,,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",24.0002,,0.51
429,stations,90,200,41.39,-78.88,1544594100,5208292,,84,1016.0,,-2.15,-1.1,-3.3,Arroyo,,,,US,3877.0,0.0043,1544617951,1544651174,1.0,6437.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",280.0,,4.1
430,stations,68,200,-2.54,-57.76,1544595294,3385670,1018.75,96,1018.75,1025.58,24.28,24.28,24.28,Urucara,,,,BR,,0.0033,1544607411,1544651581,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",123.5,,1.31
431,stations,20,200,60.73,77.6,1544594400,1490796,,84,1021.0,,-15.0,-15.0,-15.0,Strezhevoy,,,,RU,8986.0,0.0031,1544586609,1544607376,1.0,10000.0,"[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13d'}]",250.0,,3.0
432,stations,0,200,-28.24,-48.67,1544594400,3461370,,88,1014.0,,23.0,23.0,23.0,Imbituba,,,,BR,8360.0,0.0032,1544602274,1544652360,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",360.0,,3.1
433,stations,64,200,65.42,-52.9,1544595336,3421982,983.17,100,983.17,997.41,-8.13,-8.13,-8.13,Maniitsoq,,,,GL,,0.0037,1544621970,1544634674,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",105.0,,2.16
434,stations,80,200,0.52,25.21,1544595336,212730,977.65,100,977.65,1028.01,21.5,21.5,21.5,Kisangani,,,,CD,,0.0222,1544587805,1544631348,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",90.0002,,1.31
435,stations,76,200,-36.66,174.44,1544594400,2184927,,72,1011.0,,19.0,19.0,19.0,Parakai,,,,NZ,7345.0,0.0029,1544547424,1544600086,1.0,10000.0,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",260.0,,5.1
436,stations,20,200,39.93,9.66,1544590500,2522890,,61,1016.0,,9.0,9.0,9.0,Santa Lucia,,,,IT,6733.0,0.0037,1544596420,1544630193,1.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",310.0,,3.6
437,stations,40,200,-3.71,-38.6,1544590800,6320062,,78,1013.0,,27.0,27.0,27.0,Vila Velha,,,,BR,8363.0,0.0035,1544602691,1544647102,1.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",110.0,,5.7
438,stations,56,200,48.68,71.64,1544595338,1526041,981.79,94,981.79,1046.74,-10.05,-10.05,-10.05,Atasu,,,,KZ,,0.0037,1544583410,1544613441,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",232.5,,2.21
439,stations,0,200,-19.55,169.27,1544595338,2136825,1021.18,100,1021.18,1023.27,25.38,25.38,25.38,Isangel,,,,VU,,0.0034,1544551064,1544598922,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",117.0,,5.56
440,stations,90,200,47.43,-92.94,1544594100,5030005,,92,1011.0,,-4.27,-3.5,-5.0,Hibbing,,,,US,4024.0,0.0466,1544622621,1544653254,1.0,16093.0,"[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",90.0,,1.5
441,stations,20,200,5.52,5.75,1544595339,2319133,1019.81,93,1019.81,1026.47,23.6,23.6,23.6,Warri,,,,NG,,0.0035,1544592990,1544635506,,,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",200.0,,2.11
442,stations,90,200,59.64,-151.54,1544593980,5864145,,63,980.0,,-2.27,-1.7,-2.8,Homer,,,,US,7709.0,0.0038,1544641028,1544662981,1.0,16093.0,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",240.0,15.4,9.3
443,stations,90,200,45.84,-119.29,1544594100,5731070,,85,1007.0,,8.27,9.4,6.7,Hermiston,3.81,,,US,5320.0,0.0044,1544628576,1544659951,1.0,11265.0,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",250.0,,9.3
444,stations,8,200,39.51,54.36,1544595340,161616,990.95,83,990.95,1031.01,6.2,6.2,6.2,Balkanabat,,,,TM,,0.0033,1544585611,1544619539,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]",93.5002,,1.31
445,stations,20,200,21.32,-158.01,1544594220,5855051,,70,1022.0,,23.65,25.0,21.8,Ewa Beach,,,,US,7868.0,0.034,1544634023,1544673101,1.0,16093.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",70.0,7.2,3.6
446,stations,0,200,14.4,46.47,1544595340,72181,870.09,36,870.09,1031.94,20.0,20.0,20.0,Marzuq,,,,YE,,0.0027,1544584148,1544624795,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",253.0,,1.06
447,stations,76,200,32.3,-64.78,1544595116,3573197,1021.67,100,1021.67,1021.73,21.55,21.55,21.55,Hamilton,,,,BM,,0.054,1544613064,1544649293,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",262.5,,19.66
448,stations,75,200,38.08,138.43,1544594400,1853371,,75,1015.0,,8.0,8.0,8.0,Ryotsu,,,,JP,8051.0,0.0038,1544565175,1544599608,1.0,10000.0,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}]",330.0,17.5,11.3
449,stations,44,200,6.3,120.58,1544595341,1695180,1022.32,100,1022.32,1022.38,28.25,28.25,28.25,Simbahan,,,,PH,,0.0033,1544565501,1544607858,,,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",4.50018,,4.11
450,stations,20,200,33.08,-16.33,1544592600,2270385,,88,1026.0,,16.42,17.0,16.0,Camacha,,,,PT,6902.0,0.0034,1544601545,1544637548,1.0,10000.0,"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",310.0,,4.1
451,stations,36,200,-3.36,135.5,1544595342,1634614,944.66,88,944.66,1019.22,25.2,25.2,25.2,Nabire,,4.54,,ID,,0.0035,1544560930,1544605268,,,"[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10d'}]",18.5002,,0.41
452,stations,40,200,12.16,-61.73,1544594400,3580279,,83,1016.0,,26.0,26.0,26.0,Gouyave,,,,GD,8781.0,0.0047,1544609885,1544651011,1.0,10000.0,"[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",80.0,,5.7
453,stations,0,200,11.84,13.15,1544595342,2331447,994.76,46,994.76,1030.73,13.45,13.45,13.45,Maiduguri,,,,NG,,0.0037,1544591873,1544633069,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",37.5002,,2.86
454,stations,75,200,-31.43,152.91,1544590800,2152659,,83,1012.0,,22.41,23.0,22.0,Port Macquarie,,,,AU,9573.0,0.0046,1544553428,1544604417,1.0,10000.0,"[{'id': 520, 'main': 'Rain', 'description': 'light intensity shower rain', 'icon': '09d'}]",60.0,,4.1
455,stations,75,200,43.93,141.67,1544594400,2128382,,92,1013.0,,-5.0,-5.0,-5.0,Rumoi,,,,JP,7993.0,0.0033,1544565495,1544597731,1.0,4500.0,"[{'id': 620, 'main': 'Snow', 'description': 'light shower snow', 'icon': '13d'}]",56.5002,,2.21
456,stations,56,200,-0.41,-65.02,1544595343,3662489,1020.45,100,1020.45,1026.19,23.15,23.15,23.15,Santa Isabel do Rio Negro,,,,BR,,0.0036,1544609372,1544653105,,,"[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",255.5,,1.41
457,stations,8,200,-6.42,20.79,1544595343,204953,958.36,97,958.36,1027.0,22.13,22.13,22.13,Tshikapa,,,,CD,,0.0036,1544588152,1544633125,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]",338.0,,1.31
458,stations,90,200,37.68,-113.06,1544593980,5536630,,100,1021.0,,-5.6,-5.6,-5.6,Cedar City,,,,US,3584.0,0.003,1544625496,1544660042,1.0,402.0,"[{'id': 741, 'main': 'Fog', 'description': 'fog', 'icon': '50n'}]",166.0,,0.96
459,stations,0,200,69.2,33.45,1544594400,506763,,92,1023.0,,-11.0,-11.0,-11.0,Polyarnyy,,,,RU,8927.0,0.0042,0,0,1.0,10000.0,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",,,1.0
460,stations,0,200,13.93,41.69,1544595344,338345,987.14,68,987.14,1030.73,24.95,24.95,24.95,Edd,,,,ER,,0.0105,1544585245,1544625993,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",314.0,,0.86
461,stations,75,200,42.84,143.34,1544594400,2128815,,92,1013.0,,-4.44,-4.0,-5.0,Makubetsu,,,,JP,7969.0,0.0043,1544564871,1544597553,1.0,1800.0,"[{'id': 620, 'main': 'Snow', 'description': 'light shower snow', 'icon': '13d'}]",310.0,,3.6
462,stations,8,200,55.82,88.58,1544595344,1489554,1004.0,62,1004.0,1044.63,-22.25,-22.25,-22.25,Antonovo,,,,RU,,0.0032,1544581596,1544607119,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '02d'}]",117.5,,1.26
463,stations,0,200,13.59,-89.83,1544595345,3587498,991.92,50,991.92,1028.46,26.0,26.0,26.0,Acajutla,,,,SV,,0.003,1544616785,1544657603,,,"[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",41.5002,,6.16
464,stations,92,200,39.05,28.66,1544595345,317241,917.1,97,917.1,1028.42,0.8,0.8,0.8,Demirci,,0.13,,TR,,0.0034,1544591701,1544625789,,,"[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",275.5,,0.66
465,stations,92,200,64.9,45.76,1544595345,535839,1025.64,89,1025.64,1035.15,-5.55,-5.55,-5.55,Leshukonskoye,,,,RU,,0.0028,1544597633,1544611638,,,"[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",306.5,,1.31
